name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,wisdom_save,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities,actions,constitution_save,perception,history,legendary_actions,intelligence_save,religion,medicine,stealth,dexterity_save,charisma_save,persuasion,insight,deception,athletics,arcana,nature,acrobatics,strength_save,reactions,survival,investigation,intimidation,performance,arctic,coast,desert,forest,grassland,hill,mountain,swamp,underdark,underwater,urban
Giant Vulture,Large,beast,,neutral evil,10,22,3d10,"10 ft., fly 60 ft.",15,10,15,6,12,7,,,,,,passive Perception 13,understands Common but can't speak,1,"['Giant Vulture - Keen Sight and Smell', 'Giant Vulture - Pack Tactics']","{'Giant Vulture - Talons', 'Giant Vulture - Beak', 'Giant Vulture - Multiattack'}",,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Wasp,Medium,beast,,unaligned,12,13,3d8,"10 ft., fly 50 ft., swim 50 ft.",10,14,10,1,10,3,,,,,,passive Perception 10,,2-Jan,,{'Giant Wasp - Sting'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Giant Weasel,Medium,beast,,unaligned,13,9,2d8,40 ft.,11,16,10,4,12,5,,,,,,"darkvision 60 ft., passive Perception 13",,8-Jan,['Giant Weasel - Keen Hearing and Smell'],{'Giant Weasel - Bite'},,3,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Giant Wolf Spider,Medium,beast,,unaligned,13,11,2d8,"40 ft., climb 40 ft.",12,16,13,3,12,4,,,,,,"blindsight 10 ft., darkvision 60 ft., passive Perception 13",,4-Jan,"['Giant Wolf Spider - Spider Climb', 'Giant Wolf Spider - Web Sense', 'Giant Wolf Spider - Web Walker']",{'Giant Wolf Spider - Bite'},,3,,,,,,7,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gibbering Mouther,Medium,aberration,,neutral,9,67,9d8,"10 ft., swim 10 ft.",10,8,16,3,10,6,,,,,prone,"darkvision 60 ft., passive Perception 10",,2,"['Gibbering Mouther - Aberrant Ground', 'Gibbering Mouther - Gibbering']","{'Gibbering Mouther - Multiattack', 'Gibbering Mouther - Bites', 'Gibbering Mouther - Blinding Spittle (Recharge 5-6)'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Glabrezu,Large,fiend,demon,chaotic evil,17,157,15d10,40 ft.,20,15,21,19,17,16,7,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",9,"['Glabrezu - Innate Spellcasting', 'Glabrezu - Magic Resistance']","{'Glabrezu - Fist', 'Glabrezu - Variant: Summon Demon (1/Day)', 'Glabrezu - Multiattack', 'Glabrezu - Pincer'}",9,,,,,,,,,7,,,,,,,,9,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gladiator,Medium,humanoid,any race,any alignment,16,112,15d8,30 ft.,18,15,16,10,12,15,,,,,,passive Perception 11,any one language (usually Common),5,"['Gladiator - Brave', 'Gladiator - Brute']","{'Gladiator - Shield Bash', 'Gladiator - Multiattack', 'Gladiator - Spear'}",6,,,,,,,,5,,,,,10,,,,7,{'Gladiator - Parry'},,,5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gnoll,Medium,humanoid,gnoll,chaotic evil,15,22,5d8,30 ft.,14,12,11,6,10,7,,,,,,"darkvision 60 ft., passive Perception 10",Gnoll,2-Jan,['Gnoll - Rampage'],"{'Gnoll - Longbow', 'Gnoll - Spear', 'Gnoll - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Goat,Medium,beast,,unaligned,10,4,1d8,40 ft.,12,10,11,2,10,5,,,,,,passive Perception 10,,0,"['Goat - Charge', 'Goat - Sure-Footed']",{'Goat - Ram'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Goblin,Small,humanoid,goblinoid,neutral evil,15,7,2d6,30 ft.,8,14,10,10,8,8,,,,,,"darkvision 60 ft., passive Perception 9","Common, Goblin",4-Jan,['Goblin - Nimble Escape'],"{'Goblin - Shortbow', 'Goblin - Scimitar'}",,,,,,,,6,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Gold Dragon Wyrmling,Medium,dragon,,lawful good,17,60,8d8,"30 ft., fly 60 ft., swim 30 ft.",19,14,17,14,11,16,2,,,fire,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,3,['Gold Dragon Wyrmling - Amphibious'],"{'Gold Dragon Wyrmling - Breath Weapons (Recharge 5-6)', 'Gold Dragon Wyrmling - Bite'}",5,4,,,,,,4,4,5,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gorgon,Large,monstrosity,,unaligned,19,114,12d10,40 ft.,20,11,18,2,12,7,,,,petrified,,"darkvision 60 ft., passive Perception 14",,5,['Gorgon - Trampling Charge'],"{'Gorgon - Petrifying Breath (Recharge 5-6)', 'Gorgon - Gore', 'Gorgon - Hooves'}",,4,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Gray Ooze,Medium,ooze,,unaligned,8,22,3d8,"10 ft., climb 10 ft.",12,6,16,1,6,2,,,"acid, cold, fire",,"blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",,2-Jan,"['Gray Ooze - Amorphous', 'Gray Ooze - Corrode Metal', 'Gray Ooze - False Appearance']",{'Gray Ooze - Pseudopod'},,,,,,,,2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Green Dragon Wyrmling,Medium,dragon,,lawful evil,17,38,7d8,"30 ft., fly 60 ft., swim 30 ft.",15,12,13,14,11,13,2,,,poison,poisoned,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,2,['Green Dragon Wyrmling - Amphibious'],"{'Green Dragon Wyrmling - Bite', 'Green Dragon Wyrmling - Poison Breath (Recharge 5-6)'}",3,4,,,,,,3,3,3,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Hag,Medium,fey,,neutral evil,17,82,11d8,30 ft.,18,12,16,13,14,14,,,,,,"darkvision 60 ft., passive Perception 14","Common, Draconic, Sylvan",3,"['Green Hag - Amphibious', 'Green Hag - Innate Spellcasting', 'Green Hag - Mimicry', 'Green Hag - Hag Coven', 'Green Hag - Shared Spellcasting (Coven Only)', 'Green Hag - Hag Eye (Coven Only)']","{'Green Hag - Invisible Passage', 'Green Hag - Claws', 'Green Hag - Illusory Appearance'}",,4,,,,,,3,,,,,4,,3,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Grick,Medium,monstrosity,,neutral,14,27,6d8,"30 ft., climb 30 ft.",14,14,11,3,14,5,,,"bludgeoning, piercing, and slashing damage from nonmagical weapons",,,"darkvision 60 ft., passive Perception 12",,2,['Grick - Stone Camouflage'],"{'Grick - Multiattack', 'Grick - Tentacles', 'Grick - Beak'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Griffon,Large,monstrosity,,unaligned,12,59,7d10,"30 ft., fly 80 ft.",18,15,16,2,13,8,,,,,,"darkvision 60 ft., passive Perception 15",,2,['Griffon - Keen Sight'],"{'Griffon - Beak', 'Griffon - Multiattack', 'Griffon - Claws'}",,5,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Grimlock,Medium,humanoid,grimlock,neutral evil,11,11,2d8,30 ft.,16,12,12,9,8,6,,,,blinded,,"blindsight 30 ft. or 10 ft. while deafened (blind beyond this radius), passive Perception 13",Undercommon,4-Jan,"['Grimlock - Blind Senses', 'Grimlock - Keen Hearing and Smell', 'Grimlock - Stone Camouflage']",{'Grimlock - Spiked Bone Club'},,3,,,,,,3,,,,,,5,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Guard,Medium,humanoid,any race,any alignment,16,11,2d8,30 ft.,13,12,12,10,11,10,,,,,,passive Perception 12,any one language (usually Common),8-Jan,,{'Guard - Spear'},,2,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Guardian Naga,Large,monstrosity,,lawful good,18,127,15d10,40 ft.,19,18,16,16,19,18,8,,,poison,"charmed, poisoned","darkvision 60 ft., passive Perception 14","Celestial, Common",10,"['Guardian Naga - Rejuvenation', 'Guardian Naga - Spellcasting']","{'Guardian Naga - Bite', 'Guardian Naga - Spit Poison'}",7,,,,7,,,,8,8,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gynosphinx,Large,monstrosity,,lawful neutral,17,136,16d10,"40 ft., fly 60 ft.",18,15,16,18,18,18,,,"bludgeoning, piercing, and slashing from nonmagical weapons",psychic,"charmed, frightened","truesight 120 ft., passive Perception 18","Common, Sphinx",11,"['Gynosphinx - Inscrutable', 'Gynosphinx - Magic Weapons', 'Gynosphinx - Spellcasting']","{'Gynosphinx - Multiattack', 'Gynosphinx - Claw'}",,8,12,"[{'name': 'Claw Attack', 'desc': 'The sphinx makes one claw attack.', 'attack_bonus': 0}, {'name': 'Teleport (Costs 2 Actions)', 'desc': 'The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.', 'attack_bonus': 0}, {'name': 'Cast a Spell (Costs 3 Actions)', 'desc': 'The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.', 'attack_bonus': 0}]",,8,,,,,,,,,12,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Half-Red Dragon Veteran,Medium,humanoid,human,any alignment,18,65,10d8,30 ft.,16,13,14,10,11,10,,,fire,,,"blindsight 10 ft., darkvision 60 ft., passive Perception 12","Common, Draconic",5,,"{'Half-Red Dragon Veteran - Longsword', 'Half-Red Dragon Veteran - Heavy Crossbow', 'Half-Red Dragon Veteran - Multiattack', 'Half-Red Dragon Veteran - Shortsword', 'Half-Red Dragon Veteran - Fire Breath (Recharge 5-6)'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Harpy,Medium,monstrosity,,chaotic evil,11,38,7d8,"20 ft., fly 40 ft.",12,13,12,7,10,13,,,,,,passive Perception 10,Common,1,,"{'Harpy - Luring Song', 'Harpy - Club', 'Harpy - Multiattack', 'Harpy - Claws'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Hawk,Tiny,beast,,unaligned,13,1,1d4,"10 ft., fly 60 ft.",5,16,8,2,14,6,,,,,,passive Perception 14,,0,['Hawk - Keen Sight'],{'Hawk - Talons'},,4,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hell Hound,Medium,fiend,,lawful evil,15,45,7d8,50 ft.,17,12,14,6,13,6,,,,fire,,"darkvision 60 ft., passive Perception 15",understands Infernal but can't speak it,3,"['Hell Hound - Keen Hearing and Smell', 'Hell Hound - Pack Tactics']","{'Hell Hound - Bite', 'Hell Hound - Fire Breath (Recharge 5-6)'}",,5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Hezrou,Large,fiend,demon,chaotic evil,16,136,13d10,30 ft.,19,17,20,5,12,13,4,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"darkvision 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",8,"['Hezrou - Magic Resistance', 'Hezrou - Stench']","{'Hezrou - Claws', 'Hezrou - Multiattack', 'Hezrou - Bite', 'Hezrou - Variant: Summon Demon (1/Day)'}",8,,,,,,,,,,,,,,,,,7,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hill Giant,Huge,giant,,chaotic evil,13,105,10d12,40 ft.,21,8,19,5,9,6,,,,,,passive Perception 12,Giant,5,,"{'Hill Giant - Greatclub', 'Hill Giant - Rock', 'Hill Giant - Multiattack'}",,2,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hippogriff,Large,monstrosity,,unaligned,11,19,3d10,"40 ft, fly 60 ft.",17,13,13,2,12,8,,,,,,passive Perception 15,,1,['Hippogriff - Keen Sight'],"{'Hippogriff - Beak', 'Hippogriff - Multiattack', 'Hippogriff - Claws'}",,5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Hobgoblin,Medium,humanoid,goblinoid,lawful evil,18,11,2d8,30 ft.,13,12,12,10,10,9,,,,,,"darkvision 60 ft., passive Perception 10","Common, Goblin",2-Jan,['Hobgoblin - Martial Advantage'],"{'Hobgoblin - Longsword', 'Hobgoblin - Longbow'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Homunculus,Tiny,construct,,neutral,13,5,2d4,"20 ft., fly 40 ft.",4,15,11,10,10,7,,,,poison,"charmed, poisoned","darkvision 60 ft., passive Perception 10",understands the languages of its creator but can't speak,0,['Homunculus - Telepathic Bond'],{'Homunculus - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Horned Devil,Large,fiend,devil,lawful evil,18,148,17d10,"20 ft., fly 60 ft.",22,17,21,12,16,17,7,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 13","Infernal, telepathy 120 ft.",11,"[""Horned Devil - Devil's Sight"", 'Horned Devil - Magic Resistance']","{'Horned Devil - Hurl Flame', 'Horned Devil - Tail', 'Horned Devil - Fork', 'Horned Devil - Multiattack'}",,,,,,,,,7,7,,,,,,,,10,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hunter Shark,Large,beast,,unaligned,12,45,6d10,swim 40 ft.,18,13,15,1,10,4,,,,,,"darkvision 30 ft., passive Perception 12",,2,"['Hunter Shark - Blood Frenzy', 'Hunter Shark - Water Breathing']",{'Hunter Shark - Bite'},,2,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hydra,Huge,monstrosity,,unaligned,15,172,15d12,"30 ft., swim 30 ft.",20,12,20,2,10,7,,,,,,"darkvision 60 ft., passive Perception 16",,8,"['Hydra - Hold Breath', 'Hydra - Multiple Heads', 'Hydra - Reactive Heads', 'Hydra - Wakeful']","{'Hydra - Multiattack', 'Hydra - Bite'}",,6,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hyena,Medium,beast,,unaligned,11,5,1d8,50 ft.,11,13,12,2,12,5,,,,,,passive Perception 13,,0,['Hyena - Pack Tactics'],{'Hyena - Bite'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Ice Devil,Large,fiend,devil,lawful evil,18,180,19d10,40 ft.,21,14,18,18,15,18,7,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"blindsight 60 ft., darkvision 120 ft., passive Perception 12","Infernal, telepathy 120 ft.",14,"[""Ice Devil - Devil's Sight"", 'Ice Devil - Magic Resistance']","{'Ice Devil - Claws', 'Ice Devil - Tail', 'Ice Devil - Multiattack', 'Ice Devil - Bite', 'Ice Devil - Wall of Ice'}",9,,,,,,,,7,9,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ice Mephit,Small,elemental,,neutral evil,11,21,6d6,"30 ft., fly 30 ft.",7,13,10,9,11,12,,"bludgeoning, fire",,"cold, poison",poisoned,"darkvision 60 ft., passive Perception 12","Aquan, Auran",2-Jan,"['Ice Mephit - Death Burst', 'Ice Mephit - False Appearance', 'Ice Mephit - Innate Spellcasting (1/Day)']","{'Ice Mephit - Frost Breath (Recharge 6)', 'Ice Mephit - Variant: Summon Mephits (1/Day)', 'Ice Mephit - Claws'}",,2,,,,,,3,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Imp,Tiny,fiend,devil,lawful evil,13,10,3d4,"20 ft., fly 40 ft.",6,17,13,11,12,14,,,"cold; bludgeoning, piercing, and slashing from nonmagical/nonsilver weapons","fire, poison",poisoned,"darkvision 120 ft., passive Perception 11","Infernal, Common",1,"['Imp - Shapechanger', ""Imp - Devil's Sight"", 'Imp - Magic Resistance', 'Imp - Variant: Familiar']","{'Imp - Sting (Bite in Beast Form)', 'Imp - Invisibility'}",,,,,,,,5,,,4,3,4,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Invisible Stalker,Medium,elemental,,neutral,14,104,16d8,"50 ft., fly 50 ft. (hover)",16,19,14,10,15,11,,,"bludgeoning, piercing, and slashing from nonmagical weapons",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 18","Auran, understands Common but doesn't speak it",6,"['Invisible Stalker - Invisibility', 'Invisible Stalker - Faultless Tracker']","{'Invisible Stalker - Multiattack', 'Invisible Stalker - Slam'}",,8,,,,,,10,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Iron Golem,Large,construct,,unaligned,20,210,20d10,30 ft.,24,9,20,3,11,1,,,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 120 ft., passive Perception 10",understands the languages of its creator but can't speak,16,"['Iron Golem - Fire Absorption', 'Iron Golem - Immutable Form', 'Iron Golem - Magic Resistance', 'Iron Golem - Magic Weapons']","{'Iron Golem - Slam', 'Iron Golem - Multiattack', 'Iron Golem - Poison Breath (Recharge 5-6)', 'Iron Golem - Sword'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jackal,Small,beast,,unaligned,12,3,1d6,40 ft.,8,15,11,3,12,6,,,,,,passive Perception 13,,0,"['Jackal - Keen Hearing and Smell', 'Jackal - Pack Tactics']",{'Jackal - Bite'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Killer Whale,Huge,beast,,unaligned,12,90,12d12,swim 60 ft.,19,10,13,3,12,7,,,,,,"blindsight 120 ft., passive Perception 13",,3,"['Killer Whale - Echolocation', 'Killer Whale - Hold Breath', 'Killer Whale - Keen Hearing']",{'Killer Whale - Bite'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Knight,Medium,humanoid,any race,any alignment,18,52,8d8,30 ft.,16,11,14,11,11,15,2,,,,,passive Perception 10,any one language (usually Common),3,['Knight - Brave'],"{'Knight - Heavy Crossbow', 'Knight - Multiattack', 'Knight - Leadership (Recharges after a Short or Long Rest)', 'Knight - Greatsword'}",4,,,,,,,,,,,,,,,,,,{'Knight - Parry'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kobold,Small,humanoid,kobold,lawful evil,12,5,2d6,30 ft.,7,15,9,8,7,8,,,,,,"darkvision 60 ft., passive Perception 8","Common, Draconic",8-Jan,"['Kobold - Sunlight Sensitivity', 'Kobold - Pack Tactics']","{'Kobold - Sling', 'Kobold - Dagger'}",,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Kraken,Gargantuan,monstrosity,titan,chaotic evil,18,472,27d20,"20 ft., swim 60 ft.",30,11,25,22,18,20,11,,,"lightning; bludgeoning, piercing, and slashing from nonmagical weapons","frightened, paralyzed","truesight 120 ft., passive Perception 14","understands Abyssal, Celestial, Infernal, and Primordial but can't speak, telepathy 120 ft.",23,"['Kraken - Amphibious', 'Kraken - Freedom of Movement', 'Kraken - Siege Monster']","{'Kraken - Fling', 'Kraken - Bite', 'Kraken - Lightning Storm', 'Kraken - Multiattack', 'Kraken - Tentacle'}",14,,,"[{'name': 'Tentacle Attack or Fling', 'desc': 'The kraken makes one tentacle attack or uses its Fling.', 'attack_bonus': 0}, {'name': 'Lightning Storm (Costs 2 Actions)', 'desc': 'The kraken uses Lightning Storm.', 'attack_bonus': 0}, {'name': 'Ink Cloud (Costs 3 Actions)', 'desc': ""While underwater, the kraken expels an ink cloud in a 60-foot radius. The cloud spreads around corners, and that area is heavily obscured to creatures other than the kraken. Each creature other than the kraken that ends its turn there must succeed on a DC 23 Constitution saving throw, taking 16 (3d10) poison damage on a failed save, or half as much damage on a successful one. A strong current disperses the cloud, which otherwise disappears at the end of the kraken's next turn."", 'attack_bonus': 0}]",13,,,,7,,,,,,,,,17,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Lamia,Large,monstrosity,,chaotic evil,13,97,13d10,30 ft.,16,13,15,14,15,16,,,,,,"darkvision 60 ft., passive Perception 12","Abyssal, Common",4,['Lamia - Innate Spellcasting'],"{'Lamia - Dagger', 'Lamia - Multiattack', 'Lamia - Intoxicating Touch', 'Lamia - Claws'}",,,,,,,,3,,,,4,7,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lemure,Medium,fiend,devil,lawful evil,7,13,3d8,15 ft.,10,5,11,1,11,3,,,cold,"fire, poison","charmed, frightened, poisoned","darkvision 120 ft., passive Perception 10",understands infernal but can't speak,0,"[""Lemure - Devil's Sight"", 'Lemure - Hellish Rejuvenation']",{'Lemure - Fist'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lich,Medium,undead,,any evil alignment,17,135,18d8,30 ft.,11,16,16,20,14,16,9,,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned","truesight 120 ft., passive Perception 19",Common plus up to five other languages,21,"['Lich - Legendary Resistance (3/Day)', 'Lich - Rejuvenation', 'Lich - Spellcasting', 'Lich - Turn Resistance']",{'Lich - Paralyzing Touch'},10,9,12,"[{'name': 'Cantrip', 'desc': 'The lich casts a cantrip.', 'attack_bonus': 0}, {'name': 'Paralyzing Touch (Costs 2 Actions)', 'desc': 'The lich uses its Paralyzing Touch.', 'attack_bonus': 0}, {'name': 'Frightening Gaze (Costs 2 Actions)', 'desc': ""The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to the lich's gaze for the next 24 hours."", 'attack_bonus': 0}, {'name': 'Disrupt Life (Costs 3 Actions)', 'desc': 'Each living creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.', 'attack_bonus': 0, 'damage_dice': '6d6'}]",12,,,,,,,9,,,18,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lion,Large,beast,,unaligned,12,26,4d10,50 ft.,17,15,13,3,12,8,,,,,,passive Perception 13,,1,"['Lion - Keen Smell', 'Lion - Pack Tactics', 'Lion - Pounce', 'Lion - Running Leap']","{'Lion - Claw', 'Lion - Bite'}",,3,,,,,,6,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Lizard,Tiny,beast,,unaligned,10,2,1d4,"20 ft., climb 20 ft.",2,11,10,1,8,3,,,,,,"darkvision 30 ft., passive Perception 9",,0,,{'Lizard - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lizardfolk,Medium,humanoid,lizardfolk,neutral,15,22,4d8,"30 ft., swim 30 ft.",15,10,13,7,12,7,,,,,,passive Perception 13,Draconic,2-Jan,['Lizardfolk - Hold Breath'],"{'Lizardfolk - Spiked Shield', 'Lizardfolk - Javelin', 'Lizardfolk - Multiattack', 'Lizardfolk - Bite', 'Lizardfolk - Heavy Club'}",,3,,,,,,4,,,,,,,,,,,,5,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mage,Medium,humanoid,any race,any alignment,12,40,9d8,30 ft.,9,14,11,17,12,11,4,,,,,passive Perception 11,any four languages,6,['Mage - Spellcasting'],{'Mage - Dagger'},,,6,,6,,,,,,,,,,6,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
